"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1754538",0.351036658427777,7.692782112125,3.69808626181948,0.000492828556767538,0.902166616022769,-0.260195434279154
"ILMN_2105033",-0.257271592838887,10.2823167371607,-3.67640997069004,0.00052779004078454,0.902166616022769,-0.315875749618499
"ILMN_1738867",0.1596768821,6.92332162164286,3.65310230841433,0.000568025593524237,0.902166616022769,-0.375543190200566
"ILMN_2404850",1.03185042262222,8.76504509385714,3.63569547792725,0.000599969902301409,0.902166616022769,-0.419965676217553
"ILMN_1741719",0.126511389611109,7.00523180578571,3.62552103885391,0.000619428927686457,0.902166616022769,-0.445875561287325
"ILMN_1672526",0.132822970011111,6.86368998539286,3.62325060367788,0.000623852752293694,0.902166616022769,-0.451651767666191
"ILMN_1704980",-0.155106979227776,6.92491346380357,-3.60534616346144,0.000659811076989138,0.902166616022769,-0.497130361590445
"ILMN_1911083",-0.106871879388888,6.81302839353571,-3.59599221535115,0.000679375358066636,0.902166616022769,-0.520838997271264
"ILMN_1753885",-0.21248752082222,9.87791756817857,-3.59430992104376,0.0006829521907826,0.902166616022769,-0.525099225535065
"ILMN_2227495",-0.441441637722223,12.0809059019643,-3.59331812867531,0.000685069314598341,0.902166616022769,-0.527610297655985
"ILMN_2206188",-0.515606207716665,10.0839799464821,-3.58520457263723,0.000702625541589247,0.902166616022769,-0.548137706198756
"ILMN_1824030",0.0945826153888891,6.86169831860714,3.56372341726831,0.00075120258253331,0.902166616022769,-0.60235632811384
"ILMN_1743078",-0.461090261944451,12.5528109758929,-3.53678441049874,0.00081665507522328,0.902166616022769,-0.670083623794828
"ILMN_1683234",0.127660339372221,7.023966839125,3.53597174414855,0.00081871159144563,0.902166616022769,-0.672122095293445
"ILMN_1719606",0.193836769594446,8.38595433676786,3.53169275369842,0.000829621512702081,0.902166616022769,-0.682850890398202
"ILMN_2211724",-0.326569850166671,12.8155800273214,-3.52148522706137,0.000856208814214146,0.902166616022769,-0.708413702378749
"ILMN_1877204",0.100377002238888,6.83804001048214,3.49713707240529,0.000922940535003109,0.902166616022769,-0.769213233277847
"ILMN_1652205",0.124427981772224,6.88219606394643,3.49188822598698,0.000937960563386588,0.902166616022769,-0.782287420245491
"ILMN_1703246",-0.211096072855559,9.26472472421429,-3.49082131646584,0.000941041911117242,0.902166616022769,-0.784943528811976
"ILMN_1742163",-0.409864276555558,13.0938154217857,-3.48251447240187,0.000965364306924504,0.902166616022769,-0.80560722898457
"ILMN_1664691",0.233411634116664,7.36008523198214,3.48012198017017,0.000972479616084122,0.902166616022769,-0.811553249214322
"ILMN_1891613",0.134595046999999,6.90422595814286,3.47170278419099,0.000997916839066654,0.902166616022769,-0.832457981385767
"ILMN_1696302",0.48049214321111,7.8734814095,3.45465688183827,0.00105136698241447,0.902166616022769,-0.8746900229225
"ILMN_2273902",-0.0952820422388898,6.81296614208929,-3.45085892883056,0.00106364101625071,0.902166616022769,-0.884082660414323
"ILMN_1882231",-0.120650210061112,6.808637870625,-3.44647217344426,0.00107798724372444,0.902166616022769,-0.89492372579352
